Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
0,1.6154284477233887,1.3350263833999634,0.2980017364025116,0.5729166865348816
1,1.3285290002822876,1.0628905296325684,0.425716757774353,0.6979166865348816
2,1.1547825336456299,0.8786939978599548,0.5273675322532654,0.8263888955116272
3,1.0661532878875732,0.7314338088035583,0.574283242225647,0.9027777910232544
4,0.9767323732376099,0.6226447224617004,0.6072980165481567,0.9375
5,0.9142575263977051,0.5373839139938354,0.6211989521980286,0.9479166865348816
6,0.8552371263504028,0.45013174414634705,0.6455256342887878,0.9583333134651184
7,0.820275068283081,0.39099735021591187,0.6516072750091553,0.9756944179534912
8,0.7745897173881531,0.35464683175086975,0.6811468005180359,0.9618055820465088
9,0.7255756855010986,0.3052809536457062,0.703735888004303,0.9791666865348816
10,0.7232862114906311,0.29978108406066895,0.6811468005180359,0.9756944179534912
11,0.673973560333252,0.26640424132347107,0.706342339515686,0.9826388955116272
12,0.680831789970398,0.25518277287483215,0.6915725469589233,0.9895833134651184
13,0.6864844560623169,0.2275434136390686,0.6741963624954224,0.9826388955116272
14,0.622717559337616,0.21643206477165222,0.7254561185836792,0.9826388955116272
15,0.6357645988464355,0.20867681503295898,0.703735888004303,0.9826388955116272
16,0.6356174945831299,0.19094890356063843,0.7046046853065491,0.9861111044883728
17,0.6607142686843872,0.19422300159931183,0.6976541876792908,0.9861111044883728
18,0.6349030137062073,0.19422298669815063,0.7002606391906738,0.9861111044883728
19,0.612839937210083,0.19422298669815063,0.7132927775382996,0.9861111044883728
20,0.6403740644454956,0.19422300159931183,0.7002606391906738,0.9861111044883728
21,0.6186333894729614,0.19422300159931183,0.7158992290496826,0.9861111044883728
22,0.6319825649261475,0.19422298669815063,0.6967853903770447,0.9861111044883728
